Title,Location,Name,Relationship,Date,Source,Reference
"Exchange, Rushworth",Rushworth (Vic.),"Dixon, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 123"
"Racecourse, Werribee",Werribee (Vic.),"Dixon, Margaret",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 181"
"Portland, Portland",Portland (Vic.),"Douglas, Richard D",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 45"
"Myrniong, Myrniong",Myrniong (Vic.),"Drury, Frederick",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 279"
"Happy Valley, Myrtleford",Myrtleford (Vic.),"Duane, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 283"
"Great Britain, Bendigo",Bendigo (Vic.),"Emery, Florance",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Ultima, Ultima",Ultima (Vic.),"English, John T",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 53"
"Half-way House, Mount Clear",Mount Clear (Vic.),"Enwright, Patrick",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 236"
"Rivernook, Princetown",Princetown (Vic.),"Evans, Emily",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 50"
"National, Moora",Moora Mathesons (Vic.),"Ferris, Harry",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 201"
"Mt Moliagul, Moliagul",Moliagul (Vic.),"Finniemore, Jane",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 194"
"Farmers Arms, Longlea",Longlea (Vic.),Fitzpatrick,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 66"
"Reservoir, Kangaroo Flat",Kangaroo Flat (Vic.),"Foers, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 272"
"Commercial, Rupanyup",Rupanyup (Vic.),Furley,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 117"
"Black Swan, Bendigo",Bendigo (Vic.),"Gleeson, Mag",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Ballarat Hotel & Carrier, Barrys Reef",Barrys Reef (Vic.),"Goodge, Richard S",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 137"
"Queenscliff, Queenscliff",Queenscliff (Vic.),"Goslin, H",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 63"
"Union, Bendigo",Bendigo (Vic.),"Gough, Eliz",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Family, Portarlington",Portarlington (Vic.),"Grant, Ambrose A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 26"
"Commercial, Tungamah",Tungamah (Vic.),"Gray, Owen",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 45"
"Club, Grenville",Italian Gully (Vic.),"Green, Alfred",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 254"
"Macks, Lancefield",Lancefield (Vic.),"Griffin, Thomas",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 13"
"Macedonia, Lancefield",Lancefield (Vic.),"Gromann, Annie J",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 12"
"Surrey, Ballarat",Mair St (Ballarat Vic.),"Guelpa, M E",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 37"
"Lake View, Bendigo",Bendigo (Vic.),"Guerin, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Bridge, Kingower",Kingower (Vic.),"Halbert, E",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 317"
"South Heathcote, Heathcote South",Heathcote South (Vic.),"Hall, Susan",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 193"
"Wharparilla, Wharparilla",Wharparilla (Vic.),"Hargreaves, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 183"
"Limerick, Bendigo",Bendigo (Vic.),"Harvey, Frank",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Yinnar, Yinnar",Yinnar (Vic.),"Henry, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 280"
"Royal Mail, Mooroopna",corner Main & Archer Sts (Mooroopna Vic.),"Hewson, A E",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 209"
"Yackandandah, Yackandandah",Yackandandah (Vic.),"Hill, Hy",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 247"
"Macedonia, Lancefield",Lancefield (Vic.),"Hill, Martha G",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 12"
"Traralgon, Traralgon",Traralgon (Vic.),"Hoare, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 30"
"Richmond Family, Portland",Bentinck St (Portland Vic.),"Housen, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 43"
"Myrtleford, Myrtleford",Myrtleford (Vic.),"Howson, William F",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 282"
"Knowsley, Knowsley",Knowsley (Vic.),"Hunter, Annie",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 323"
"Mt Moriac, Mount Moriac",Mount Moriac (Vic.),"Irwin, Daniel Edward",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 249"
"Trawalla, Trawalla",Trawalla (Vic.),"Jaensch, Mary A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 31"
"Lancashire, Bendigo",Bendigo (Vic.),"Jenkinson, Elizbth E",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Cranbourne, Cranbourne",Cranbourne (Vic.),"Jensen, John",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 170"
"Morang, Morang",Morang (Vic.),"Jewell, James A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 214"
"Bridge, Kotupna",Kotupna (Vic.),"Johns, J",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 342"
"Cricketers, Myrtleford",Myrtleford (Vic.),"Johnson, Jno",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 281"
"Half-way House, Glenlyon",Glenlyon (Vic.),"Johnston, Jeannie L",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 96"
"Royal, Upper Ferntree Gully",Fern Tree Gully Upper (Vic.),"Jones, Mary",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 45"
"Post Office, Beechworth",Camp St (Beechworth Vic.),"Keane, John",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 171"
"Woorndoo, Woorndoo",Woorndoo (Vic.),"Keating, D",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 229"
"Commercial, Longwood",Longwood (Vic.),"Keech, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 70"
"Commercial, Shelbourne",Shelbourne (Vic.),Kelly,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 177"
"Junction, Aberfeldy",Aberfeldy (Vic.),"Kelly, Martha J",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 2"
"Criterion, Kyneton",Piper St (Kyneton Vic.),"Kenny, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 364"
"Commercial, Everton",Everton (Vic.),"Kettle, Wm H",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 38"
"Bridge, Mordialloc",Mordialloc (Vic.),"Keys, A",Other,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 216"
"Napoleons, Napoleons",Napoleons (Vic.),"Kincaide, Thomas",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 292"
"Bealiba, Bealiba",Bealiba (Vic.),King,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 146"
"Lang Lang, Lang Lang",Lang Lang (Vic.),"Kirby, Jno",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 20"
"Ballarat & Grenville, Kopke",Trunk Lead (Vic.),"Kopke, L",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 43"
"Vine, Ballarat",MacArthur St (Ballarat Vic.),"Lee, J",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 37"
"Bull & Mouth, Maryborough",Maryborough (Vic.),"Lischeld, Conrad H",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 142"
"Camden, Maffra",Maffra (Vic.),"Lory, Fred",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 92"
"Nicholson, Sarsfield",Sarsfield (Vic.),"Lucas, Alfred",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 161"
"Nicholson, Sarsfield",Sarsfield (Vic.),"Lucas, Charlotte",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 161"
"Live & Let Live, Barkers Creek",Barkers Creek (Vic.),"Lupton, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 127"
"Sailors Gully, Nerring",Nerring (Vic.),"Macallam, Robert A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 311"
"Imperial Hustlers, Bendigo",Bendigo (Vic.),"MacDougall, Rose E",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Waymans, Rheola",Rheola (Vic.),"MacPherson, Cath",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 84"
"Maddisons, Wandiligong",Wandiligong (Vic.),"Maddison, R A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 88"
"Telford Hotel & Hall, Telford",Telford (Vic.),"Malone, P W",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 345"
"St Leonards, St Leonards",St Leonards (Vic.),"Malone, Patk W",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 234"
"American, Bendigo",Bendigo (Vic.),"Malone, A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Royal, Woodvale",Sydney Flat (Vic.),"Malone, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 301"
"Suburban, Bendigo",Bendigo (Vic.),"Maranta, Jas",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Great Eastern, Sebastian",Main St (Sebastian Vic.),"Marshall, Jno",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 167"
"British & American, Ironbark",Bendigo (Vic.),"McCarthy, Patk",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Wallacetown, Allendale",Allendale (Vic.),"McCarthy, Bridget",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 32"
"Criterion, Bendigo",Bendigo (Vic.),"McCarthy, Mary G",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Bolangum Inn, Kanya",Kanya (Vic.),"McCleary, Harry",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 286"
"Queens, Bendigo",Bendigo (Vic.),"McCraith, S",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Wattle Flat, Wattle Flat Bungaree",Wattle Flat Bungaree (Vic.),"McCulloch, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 163"
"Temperance, Shelford",Shelford (Vic.),"McGillivray, Hugh",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 176"
"Oriental, Bendigo",Bendigo (Vic.),"McGrath, Thos",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Lake View, Warrenheip",Warrenheip (Vic.),"McGrath, Edward",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 131"
"Live & Let Live Hotel Store & Sawmill, Mount Cole",Mount Cole (Vic.),"McGuinness, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 239"
"Star, Indigo",Indigo (Vic.),"McKay, Arthur",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 237"
"Belle Vue Hotel Store & Post Office, Mirboo",Mirboo (Vic.),"McKenzie, Annie E",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 182"
"Roseberry, Roseberry",Roseberry (Vic.),"McMahon, Thomas",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 102"
"Post Office, Romsey",Romsey (Vic.),"McNamara, Stella",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 106"
"Selectors Arms, Mirboo North",Mirboo North (Vic.),"Miles, S",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 184"
"Rivernook, Princetown",Princetown (Vic.),"Miller, S S",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 50"
"Market, Warrnambool",Raglan Pde (Warrnambool Vic.),"Milverton, Richard",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 142"
"Leura, Camperdown",Camperdown (Vic.),"Mimmott, William H",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 341"
"Tacchis Arms, California Gully",Bendigo (Vic.),"Minogue, Ann",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Victoria, Greta West",Greta West (Vic.),"Mogford, Lily",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 144"
"Railway Hotel & Store, Wychitella",Wychitella (Vic.),"Moralee, Matthew",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 239"
"Railway, Haddon",Haddon (Vic.),"Morrish, Thos",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 340"
"Harp of Erin, Beechworth",Church St (Beechworth Vic.),Morrow,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 168"
"Farmers Arms, Claretown",Claretown (Vic.),"Moylan, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 85"
"Wattle Grove, Wattle Grove",Wattle Grove (Vic.),"Murdoch, Charles",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 163"
"Pine Lodge, Pine Lodge",Pine Lodge Shepparton (Vic.),"Murphy, Patk R",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 16"
"Bridge Inn, Casterton",Casterton (Vic.),"Neeson, Patrick",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 5"
"Junction, Monegatta",Monegatta (Vic.),"OConnor, Jno V",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 199"
"Woodmans Arms, Wallan",Wallan Wallan (Vic.),"ODwyer, John Jun",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 83"
"Cumberland, Smeaton",corner Clunes & Moorookyle Rds (Smeaton Vic.),"OHalloran, Thomas",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 194"
"Winslow, Winslow",Winslow (Vic.),"Oliver, S",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 198"
"Blue Ribbon, Wallup",Wallup Wallup (Vic.),"Patterson, W",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 85"
"Viiolet Town, Violet Town",Cowslip St (Violet Town Vic.),"Peevers, David",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 57"
"Sherwood Park, Tooradin",Tooradin (Vic.),"Porter, R",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 19"
"Earl of Kimberley, Bendigo",Bendigo (Vic.),"Poynton, Mary",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Victoria, Numurkah",Numurkah (Vic.),"Prideaux, J A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 353"
"Club, Ferntree Gully",Fern Tree Gully (Vic.),"Puller, Charles",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 43"
"Shamrock, Lancefield",Lancefield (Vic.),"Purcell, Ellen",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 14"
"Travellers Rest Travellers Rest Travellers Rest Travellers Rest Travellers Rest Travellers RestTravellers Rest, Wandong",Wandong (Vic.),"Quinton, Maude E",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 93"
"Boort, Boort",Boort (Vic.),"Rae, Ellen",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 368"
"Bridge, Stawell",Stawell (Vic.),"Read, Jno",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 241"
"Raglan, Axedale",Axedale (Vic.),"Reilley, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 81"
"Reefers, Woods Point",Woods Point (Vic.),"Renwick, Mary",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 220"
"Farmers Arms, Mysia",Mysia (Vic.),"Roberts, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 277"
"View Point, Kyneton",Kyneton (Vic.),Roberts,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 365"
"Commercial Hotel & Post Offie & Store, Indigo",Indigo (Vic.),"Robinson, Charles",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 236"
"Woodlands, Napoleons",Napoleons (Vic.),"Robinson, Fredk W",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 292"
"Johnsons Reef, California Gully",Bendigo (Vic.),"Roche, John C",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Mafeking, Mafeking",Mafeking (Vic.),"Rose, Alfred",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 91"
"Ross Dale Hotel & Store, Howes Creek",Howes Creek (Vic.),"Ross, John",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 227"
"Cumberland, Bendigo",Bendigo (Vic.),"Ruedin, J H",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Plough & Harrow, Mooroopna",Mooroopna (Vic.),"Russ, William",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 208"
"Illowa Hotel & Post Office, Illowa",Illowa (Vic.),"Ryan, P",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 249"
"Home, Launching Place",Launching Place (Vic.),"Ryan, J",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 29"
"Commercial, Natte Yallock",Natte Yallock (Vic.),"Seeback, Otto J A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 301"
"Imperial, Rushworth",Rushworth (Vic.),"Sheehan, Kate",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 125"
"Racecourse, Muckleford South",Muckleford South (Vic.),"Sheehan, William",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 254"
"Criterion, Rushworth",Rushworth (Vic.),"Shegog, Alfred J",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 122"
"Exchange, Rosedale",Rosedale (Vic.),"Sinclair, Harold W",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 112"
"Albion, Kyabram",Kyabram (Vic.),"Small, J P",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 346"
"Marungi, Marungi",Marungi (Vic.),"Smith, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 138"
"Criterion, Sale",corner York & Richardson Sts (Sale Vic.),"Smyth, Charles S",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 140"
"Federal, Ballarat",Lydiard St (Ballarat Vic.),"Smyth, E L",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 34"
"Reefton, McMahons Creek",McMahons Creek (Vic.),"Sparks, Sydney F",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 285"
"Commercial, Camperdown",Camperdown (Vic.),"Spicer, Basil A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 339"
"Prince of Wales, Snake Valley",Snake Valley Ovens Diggings (Vic.),"Storey, Isaac",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 203"
"Farmers Arms, Smeaton",Smeaton (Vic.),"Sullivan, Jno",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 195"
"Royal Duke, Bendigo",Bendigo (Vic.),"Sullivan, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Tysons Reef Fam, Bendigo",Bendigo (Vic.),"Symons, Agnes",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Royal Exchange, Traralgon",Traralgon (Vic.),"Taylor, Jno",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 28"
"Oddfellows, Bendigo",Bendigo (Vic.),"Taylor, Mary A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Napoleons, Napoleons",Napoleons (Vic.),"Thomas, Reginald",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 292"
"Kinglake, Kinglake",Kinglake (Vic.),"Thompson, Hy",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 316"
"Castlemaine, Castlemaine",corner Hargraves & Lyttleton Sts (Castlemaine Vic.),Tinsen,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 15"
"Seven Creeks, Kialla West",Kialla West (Vic.),"Tonkin, R J",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 302"
